ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7352,TMAU,40,2017-09-12 18:44:00,2017-09-12 19:18:00,Leitsystem,2017-09-12T21:19:58+02:00,30807249011,Maubach,9.41999,48.926132,"48.926132, 9.41999",34.0
S,7352,TB,50,2017-09-12 18:47:00,2017-09-12 19:21:00,Leitsystem,2017-09-12T21:19:58+02:00,30807249011,Backnang,9.425989,48.942676,"48.942676, 9.425989",34.0
