ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7334,TFE,20,2017-09-11 13:56:00,2017-09-11 14:40:00,Leitsystem,2017-09-11T16:39:13+02:00,30798860385,Fellbach,9.269978,48.820049,"48.820049, 9.269978",44.0
S,7334,TNHO,20,2017-09-11 14:03:00,2017-09-11 14:46:00,Leitsystem,2017-09-11T16:45:17+02:00,30798860385,Neustadt-Hohenacker,9.324715,48.859312,"48.859312, 9.324715",43.0
S,7334,TNHO,40,2017-09-11 14:03:00,2017-09-11 14:46:00,Leitsystem,2017-09-11T16:46:51+02:00,30798860385,Neustadt-Hohenacker,9.324715,48.859312,"48.859312, 9.324715",43.0
S,7334,TWI,50,2017-09-11 14:08:00,2017-09-11 14:52:00,Leitsystem,2017-09-11T16:50:48+02:00,30798860385,Winnenden,9.39229,48.879583,"48.879583, 9.39229",44.0
S,7334,TETD,20,2017-09-11 13:20:00,2017-09-11 13:56:00,Leitsystem,2017-09-11T15:54:53+02:00,30798860385,Echterdingen,9.169164,48.692152,"48.692152, 9.169164",36.0
S,7334,TLF,20,2017-09-11 13:22:00,2017-09-11 13:58:00,Leitsystem,2017-09-11T15:57:29+02:00,30798860385,Leinfelden,9.142866,48.696506,"48.696506, 9.142866",36.0
S,7334,TOAI,20,2017-09-11 13:25:00,2017-09-11 14:00:00,Leitsystem,2017-09-11T16:00:06+02:00,30798860385,Oberaichen,9.127335,48.705193,"48.705193, 9.127335",35.0
S,7334,TOAI,40,2017-09-11 13:25:00,2017-09-11 14:01:00,Leitsystem,2017-09-11T16:02:40+02:00,30798860385,Oberaichen,9.127335,48.705193,"48.705193, 9.127335",36.0
S,7334,TSRO,20,2017-09-11 13:27:00,2017-09-11 14:03:00,Leitsystem,2017-09-11T16:02:40+02:00,30798860385,Stuttgart-Rohr,9.108328,48.717902,"48.717902, 9.108328",36.0
S,7334,TSUN,20,2017-09-11 13:34:00,2017-09-11 14:09:00,Leitsystem,2017-09-11T16:08:59+02:00,30798860385,Stuttgart Universität,9.105398,48.745837,"48.745837, 9.105398",35.0
S,7334,TSUN,40,2017-09-11 13:34:00,2017-09-11 14:10:00,Leitsystem,2017-09-11T16:10:18+02:00,30798860385,Stuttgart Universität,9.105398,48.745837,"48.745837, 9.105398",36.0
S,7334,TSFS,40,2017-09-11 13:42:00,2017-09-11 14:18:00,Leitsystem,2017-09-11T16:19:01+02:00,30798860385,Stuttgart Feuersee,9.166273,48.772768,"48.772768, 9.166273",36.0
S,7334,TSMI,20,2017-09-11 13:43:00,2017-09-11 14:19:00,Leitsystem,2017-09-11T16:19:23+02:00,30798860385,Stuttgart Stadtmitte,9.172925,48.776229,"48.776229, 9.172925",36.0
S,7334,TS  T,20,2017-09-11 13:45:00,2017-09-11 14:22:00,Leitsystem,2017-09-11T16:22:13+02:00,30798860385,Stuttgart Hbf (tief),9.179808,48.782999,"48.782999, 9.179808",37.0
S,7334,TS  R,30,2017-09-11 13:47:00,2017-09-11 14:31:00,Leitsystem,2017-09-11T16:31:30+02:00,30798860385,,,,,44.0
S,7334,TSC,20,2017-09-11 13:49:00,2017-09-11 14:33:00,Leitsystem,2017-09-11T16:32:12+02:00,30798860385,Stuttgart-Bad Cannstatt,9.217531,48.801377,"48.801377, 9.217531",44.0
S,7334,TSNU,20,2017-09-11 13:52:00,2017-09-11 14:36:00,Leitsystem,2017-09-11T16:35:27+02:00,30798860385,Stuttgart Nürnberger Str.,9.234858,48.806423,"48.806423, 9.234858",44.0
S,7334,TSSM,40,2017-09-11 13:54:00,2017-09-11 14:38:00,Leitsystem,2017-09-11T16:39:13+02:00,30798860385,Stuttgart-Sommerrain,9.248327,48.81527,"48.81527, 9.248327",44.0
S,7334,TWN,20,2017-09-11 13:59:00,2017-09-11 14:42:00,Leitsystem,2017-09-11T16:41:38+02:00,30798860385,Waiblingen,9.299882,48.826124,"48.826124, 9.299882",43.0
S,7334,TWN,40,2017-09-11 14:00:00,2017-09-11 14:42:00,Leitsystem,2017-09-11T16:43:23+02:00,30798860385,Waiblingen,9.299882,48.826124,"48.826124, 9.299882",42.0
S,7334,TFL,10,2017-09-11 13:18:00,2017-09-11 13:54:00,Leitsystem,2017-09-11T15:54:53+02:00,30798860385,Stuttgart Flughafen/Messe,9.19263,48.690648,"48.690648, 9.19263",36.0
S,7334,TSMI,40,2017-09-11 13:43:00,2017-09-11 14:20:00,Leitsystem,2017-09-11T16:21:08+02:00,30798860385,Stuttgart Stadtmitte,9.172925,48.776229,"48.776229, 9.172925",37.0
S,7334,TS  T,40,2017-09-11 13:45:00,2017-09-11 14:29:00,Leitsystem,2017-09-11T16:30:05+02:00,30798860385,Stuttgart Hbf (tief),9.179808,48.782999,"48.782999, 9.179808",44.0
S,7334,TSC,40,2017-09-11 13:49:00,2017-09-11 14:33:00,Leitsystem,2017-09-11T16:33:47+02:00,30798860385,Stuttgart-Bad Cannstatt,9.217531,48.801377,"48.801377, 9.217531",44.0
S,7334,TSSM,20,2017-09-11 13:54:00,2017-09-11 14:38:00,Leitsystem,2017-09-11T16:37:34+02:00,30798860385,Stuttgart-Sommerrain,9.248327,48.81527,"48.81527, 9.248327",44.0
S,7334,TFE,40,2017-09-11 13:57:00,2017-09-11 14:40:00,Leitsystem,2017-09-11T16:40:33+02:00,30798860385,Fellbach,9.269978,48.820049,"48.820049, 9.269978",43.0
S,7334,TSWK,20,2017-09-11 14:05:00,2017-09-11 14:48:00,Leitsystem,2017-09-11T16:47:52+02:00,30798860385,Schwaikheim,9.354943,48.86834,"48.86834, 9.354943",43.0
S,7334,TSWK,40,2017-09-11 14:06:00,2017-09-11 14:49:00,Leitsystem,2017-09-11T16:50:48+02:00,30798860385,Schwaikheim,9.354943,48.86834,"48.86834, 9.354943",43.0
