ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7152,TEME,40,2017-09-16 18:09:00,2017-09-16 18:47:00,Leitsystem,2017-09-16T20:48:42+02:00,30028434041,Esslingen-Mettingen,9.27583,48.747083,"48.747083, 9.27583",38.0
S,7152,TE,20,2017-09-16 18:12:00,2017-09-16 18:49:00,Leitsystem,2017-09-16T20:48:42+02:00,30028434041,Esslingen(Neckar),9.30008,48.73881,"48.73881, 9.30008",37.0
S,7152,TOES,20,2017-09-16 18:14:00,2017-09-16 18:52:00,Leitsystem,2017-09-16T20:51:40+02:00,30028434041,Oberesslingen,9.327267,48.729876,"48.729876, 9.327267",38.0
S,7152,TOES,40,2017-09-16 18:14:00,2017-09-16 18:53:00,Leitsystem,2017-09-16T20:53:52+02:00,30028434041,Oberesslingen,9.327267,48.729876,"48.729876, 9.327267",39.0
S,7152,TEZL,20,2017-09-16 18:17:00,2017-09-16 18:56:00,Leitsystem,2017-09-16T20:55:26+02:00,30028434041,Esslingen-Zell,9.359389,48.724328,"48.724328, 9.359389",39.0
S,7152,TP,40,2017-09-16 18:24:00,2017-09-16 19:02:00,Leitsystem,2017-09-16T21:02:39+02:00,30028434041,Plochingen,9.41081,48.71308,"48.71308, 9.41081",38.0
S,7152,TWER,40,2017-09-16 18:27:00,2017-09-16 19:06:00,Leitsystem,2017-09-16T21:07:01+02:00,30028434041,Wernau(Neckar),9.413898,48.694247,"48.694247, 9.413898",39.0
S,7152,TWD,20,2017-09-16 18:31:00,2017-09-16 19:10:00,Leitsystem,2017-09-16T21:09:23+02:00,30028434041,Wendlingen(Neckar),9.373011,48.672961,"48.672961, 9.373011",39.0
S,7152,TBO,40,2017-09-16 17:30:00,2017-09-16 18:04:00,Leitsystem,2017-09-16T20:04:47+02:00,30028434041,Böblingen,9.004128,48.687758,"48.687758, 9.004128",34.0
S,7152,TGOL,20,2017-09-16 17:32:00,2017-09-16 18:06:00,Leitsystem,2017-09-16T20:04:47+02:00,30028434041,Goldberg(Württ),9.02043,48.69691,"48.69691, 9.02043",34.0
S,7152,TBH,30,2017-09-16 17:36:00,2017-09-16 18:10:00,Leitsystem,2017-09-16T20:11:13+02:00,30028434041,,,,,34.0
S,7152,TSRO,20,2017-09-16 17:37:00,2017-09-16 18:12:00,Leitsystem,2017-09-16T20:11:13+02:00,30028434041,Stuttgart-Rohr,9.108328,48.717902,"48.717902, 9.108328",35.0
S,7152,TSRO,40,2017-09-16 17:38:00,2017-09-16 18:12:00,Leitsystem,2017-09-16T20:12:47+02:00,30028434041,Stuttgart-Rohr,9.108328,48.717902,"48.717902, 9.108328",34.0
S,7152,TSOS,20,2017-09-16 17:42:00,2017-09-16 18:15:00,Leitsystem,2017-09-16T20:14:38+02:00,30028434041,Stuttgart-Österfeld,9.116774,48.737651,"48.737651, 9.116774",33.0
S,7152,TSUN,40,2017-09-16 17:44:00,2017-09-16 18:17:00,Leitsystem,2017-09-16T20:18:17+02:00,30028434041,Stuttgart Universität,9.105398,48.745837,"48.745837, 9.105398",33.0
S,7152,TSFS,20,2017-09-16 17:51:00,2017-09-16 18:24:00,Leitsystem,2017-09-16T20:24:20+02:00,30028434041,Stuttgart Feuersee,9.166273,48.772768,"48.772768, 9.166273",33.0
S,7152,TSMI,20,2017-09-16 17:53:00,2017-09-16 18:26:00,Leitsystem,2017-09-16T20:25:56+02:00,30028434041,Stuttgart Stadtmitte,9.172925,48.776229,"48.776229, 9.172925",33.0
S,7152,TSMI,40,2017-09-16 17:53:00,2017-09-16 18:26:00,Leitsystem,2017-09-16T20:27:30+02:00,30028434041,Stuttgart Stadtmitte,9.172925,48.776229,"48.776229, 9.172925",33.0
S,7152,TS  R,30,2017-09-16 17:57:00,2017-09-16 18:31:00,Leitsystem,2017-09-16T20:31:23+02:00,30028434041,,,,,34.0
S,7152,TSNS,40,2017-09-16 18:02:00,2017-09-16 18:38:00,Leitsystem,2017-09-16T20:38:23+02:00,30028434041,Stuttgart Neckarpark,9.241595,48.792173,"48.792173, 9.241595",36.0
S,7152,TSU,20,2017-09-16 18:04:00,2017-09-16 18:39:00,Leitsystem,2017-09-16T20:38:23+02:00,30028434041,,,,,35.0
S,7152,TSU,40,2017-09-16 18:04:00,2017-09-16 18:42:00,Leitsystem,2017-09-16T20:42:14+02:00,30028434041,,,,,38.0
S,7152,TE,40,2017-09-16 18:12:00,2017-09-16 18:50:00,Leitsystem,2017-09-16T20:50:57+02:00,30028434041,Esslingen(Neckar),9.30008,48.73881,"48.73881, 9.30008",38.0
S,7152,TEZL,40,2017-09-16 18:17:00,2017-09-16 18:56:00,Leitsystem,2017-09-16T20:57:11+02:00,30028434041,Esslingen-Zell,9.359389,48.724328,"48.724328, 9.359389",39.0
S,7152,TACH,40,2017-09-16 18:19:00,2017-09-16 18:59:00,Leitsystem,2017-09-16T20:59:26+02:00,30028434041,Altbach,9.382384,48.720393,"48.720393, 9.382384",40.0
S,7152,TP,20,2017-09-16 18:22:00,2017-09-16 19:01:00,Leitsystem,2017-09-16T21:00:39+02:00,30028434041,Plochingen,9.41081,48.71308,"48.71308, 9.41081",39.0
S,7152,TGT,40,2017-09-16 17:22:00,2017-09-16 17:55:00,Leitsystem,2017-09-16T19:55:41+02:00,30028434041,Gärtringen,8.909113,48.641122,"48.641122, 8.909113",33.0
S,7152,TEHN,20,2017-09-16 17:25:00,2017-09-16 17:57:00,Leitsystem,2017-09-16T19:55:41+02:00,30028434041,Ehningen(b Böblingen),8.94426,48.662682,"48.662682, 8.94426",32.0
S,7152,TEHN,40,2017-09-16 17:25:00,2017-09-16 17:58:00,Leitsystem,2017-09-16T19:58:58+02:00,30028434041,Ehningen(b Böblingen),8.94426,48.662682,"48.662682, 8.94426",33.0
S,7152,THUB,20,2017-09-16 17:28:00,2017-09-16 18:00:00,Leitsystem,2017-09-16T19:58:58+02:00,30028434041,Hulb,8.982644,48.679267,"48.679267, 8.982644",32.0
