ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7230,TWIN,20,2017-09-11 13:35:00,2017-09-11 14:12:00,Leitsystem,2017-09-11T16:11:44+02:00,30295543803,Winterbach(b Schorndorf),9.480994,48.798432,"48.798432, 9.480994",37.0
S,7230,TWIN,40,2017-09-11 13:35:00,2017-09-11 14:12:00,Leitsystem,2017-09-11T16:13:17+02:00,30295543803,Winterbach(b Schorndorf),9.480994,48.798432,"48.798432, 9.480994",37.0
S,7230,TWEL,40,2017-09-11 13:37:00,2017-09-11 14:14:00,Leitsystem,2017-09-11T16:15:39+02:00,30295543803,Weiler(Rems),9.501991,48.800301,"48.800301, 9.501991",37.0
S,7230,TSMI,40,2017-09-11 13:03:00,2017-09-11 13:35:00,Leitsystem,2017-09-11T15:35:54+02:00,30295543803,Stuttgart Stadtmitte,9.172925,48.776229,"48.776229, 9.172925",32.0
S,7230,TS  T,40,2017-09-11 13:05:00,2017-09-11 13:38:00,Leitsystem,2017-09-11T15:38:44+02:00,30295543803,Stuttgart Hbf (tief),9.179808,48.782999,"48.782999, 9.179808",33.0
S,7230,TS  R,30,2017-09-11 13:07:00,2017-09-11 13:41:00,Leitsystem,2017-09-11T15:41:30+02:00,30295543803,,,,,34.0
S,7230,TSNA,30,2017-09-11 13:11:00,2017-09-11 13:47:00,Leitsystem,2017-09-11T15:46:59+02:00,30295543803,,,,,36.0
S,7230,TSSM,20,2017-09-11 13:14:00,2017-09-11 13:50:00,Leitsystem,2017-09-11T15:49:36+02:00,30295543803,Stuttgart-Sommerrain,9.248327,48.81527,"48.81527, 9.248327",36.0
S,7230,TFE,20,2017-09-11 13:16:00,2017-09-11 13:52:00,Leitsystem,2017-09-11T15:51:47+02:00,30295543803,Fellbach,9.269978,48.820049,"48.820049, 9.269978",36.0
S,7230,TWN,40,2017-09-11 13:20:00,2017-09-11 13:56:00,Leitsystem,2017-09-11T15:56:58+02:00,30295543803,Waiblingen,9.299882,48.826124,"48.826124, 9.299882",36.0
S,7230,TSTE,40,2017-09-11 13:24:00,2017-09-11 14:01:00,Leitsystem,2017-09-11T16:02:22+02:00,30295543803,Stetten-Beinstein,9.35245,48.811924,"48.811924, 9.35245",37.0
S,7230,TBTB,40,2017-09-11 13:28:00,2017-09-11 14:05:00,Leitsystem,2017-09-11T16:05:57+02:00,30295543803,Beutelsbach,9.386029,48.810293,"48.810293, 9.386029",37.0
S,7230,TGC,20,2017-09-11 13:30:00,2017-09-11 14:07:00,Leitsystem,2017-09-11T16:07:06+02:00,30295543803,Grunbach,9.420029,48.81036,"48.81036, 9.420029",37.0
S,7230,TGC,40,2017-09-11 13:30:00,2017-09-11 14:07:00,Leitsystem,2017-09-11T16:08:42+02:00,30295543803,Grunbach,9.420029,48.81036,"48.81036, 9.420029",37.0
S,7230,TGES,20,2017-09-11 13:32:00,2017-09-11 14:09:00,Leitsystem,2017-09-11T16:08:42+02:00,30295543803,Geradstetten,9.439753,48.805203,"48.805203, 9.439753",37.0
S,7230,TSF,50,2017-09-11 13:40:00,2017-09-11 14:17:00,Leitsystem,2017-09-11T16:16:39+02:00,30295543803,Schorndorf,9.52631,48.80715,"48.80715, 9.52631",37.0
