ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7259,TROM,40,2017-09-07 19:07:00,2017-09-07 18:10:00,Leitsystem,2017-09-07T20:30:15+02:00,30408790040,Rommelshausen,9.319344,48.81554,"48.81554, 9.319344",57.0
S,7259,TWN,20,2017-09-07 19:09:00,2017-09-07 18:13:00,Leitsystem,2017-09-07T20:30:17+02:00,30408790040,Waiblingen,9.299882,48.826124,"48.826124, 9.299882",56.0
