ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7102,TS  T,40,2017-09-16 05:25:00,2017-09-16 07:03:00,Leitsystem,2017-09-16T09:04:01+02:00,29768386882,Stuttgart Hbf (tief),9.179808,48.782999,"48.782999, 9.179808",98.0
S,7102,TS  W,30,2017-09-16 05:26:00,2017-09-16 07:04:00,Leitsystem,2017-09-16T09:04:56+02:00,29768386882,,,,,98.0
S,7102,TEME,40,2017-09-16 05:39:00,2017-09-16 07:16:00,Leitsystem,2017-09-16T09:17:31+02:00,29768386882,Esslingen-Mettingen,9.27583,48.747083,"48.747083, 9.27583",97.0
S,7102,TOES,20,2017-09-16 05:44:00,2017-09-16 07:20:00,Leitsystem,2017-09-16T09:19:58+02:00,29768386882,Oberesslingen,9.327267,48.729876,"48.729876, 9.327267",96.0
S,7102,TACH,40,2017-09-16 05:49:00,2017-09-16 07:25:00,Leitsystem,2017-09-16T09:25:54+02:00,29768386882,Altbach,9.382384,48.720393,"48.720393, 9.382384",96.0
S,7102,TP,50,2017-09-16 05:52:00,2017-09-16 07:27:00,Leitsystem,2017-09-16T09:26:49+02:00,29768386882,Plochingen,9.41081,48.71308,"48.71308, 9.41081",95.0
S,7102,TSC,20,2017-09-16 05:29:00,2017-09-16 07:07:00,Leitsystem,2017-09-16T09:06:16+02:00,29768386882,Stuttgart-Bad Cannstatt,9.217531,48.801377,"48.801377, 9.217531",98.0
S,7102,TSU,40,2017-09-16 05:34:00,2017-09-16 07:12:00,Leitsystem,2017-09-16T09:12:43+02:00,29768386882,,,,,98.0
S,7102,TSOS,40,2017-09-16 05:12:00,2017-09-16 06:48:00,Leitsystem,2017-09-16T08:49:12+02:00,29768386882,Stuttgart-Österfeld,9.116774,48.737651,"48.737651, 9.116774",96.0
S,7102,TSUN,20,2017-09-16 05:14:00,2017-09-16 06:49:00,Leitsystem,2017-09-16T08:49:12+02:00,29768386882,Stuttgart Universität,9.105398,48.745837,"48.745837, 9.105398",95.0
S,7102,TSFS,20,2017-09-16 05:21:00,2017-09-16 06:59:00,Leitsystem,2017-09-16T08:59:17+02:00,29768386882,Stuttgart Feuersee,9.166273,48.772768,"48.772768, 9.166273",98.0
S,7102,TSMI,20,2017-09-16 05:23:00,2017-09-16 07:01:00,Leitsystem,2017-09-16T09:00:57+02:00,29768386882,Stuttgart Stadtmitte,9.172925,48.776229,"48.776229, 9.172925",98.0
S,7102,TSC,40,2017-09-16 05:29:00,2017-09-16 07:08:00,Leitsystem,2017-09-16T09:08:13+02:00,29768386882,Stuttgart-Bad Cannstatt,9.217531,48.801377,"48.801377, 9.217531",99.0
S,7102,TSNS,20,2017-09-16 05:32:00,2017-09-16 07:10:00,Leitsystem,2017-09-16T09:09:44+02:00,29768386882,Stuttgart Neckarpark,9.241595,48.792173,"48.792173, 9.241595",98.0
S,7102,TSOM,40,2017-09-16 05:37:00,2017-09-16 07:14:00,Leitsystem,2017-09-16T09:15:17+02:00,29768386882,Stuttgart-Obertürkheim,9.267889,48.762013,"48.762013, 9.267889",97.0
S,7102,TE,20,2017-09-16 05:42:00,2017-09-16 07:18:00,Leitsystem,2017-09-16T09:17:31+02:00,29768386882,Esslingen(Neckar),9.30008,48.73881,"48.73881, 9.30008",96.0
S,7102,TE,40,2017-09-16 05:42:00,2017-09-16 07:19:00,Leitsystem,2017-09-16T09:19:24+02:00,29768386882,Esslingen(Neckar),9.30008,48.73881,"48.73881, 9.30008",97.0
S,7102,TEZL,20,2017-09-16 05:47:00,2017-09-16 07:23:00,Leitsystem,2017-09-16T09:22:47+02:00,29768386882,Esslingen-Zell,9.359389,48.724328,"48.724328, 9.359389",96.0
S,7102,TACH,20,2017-09-16 05:49:00,2017-09-16 07:25:00,Leitsystem,2017-09-16T09:24:09+02:00,29768386882,Altbach,9.382384,48.720393,"48.720393, 9.382384",96.0
