ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7085,TSC,40,2017-09-04 23:06:00,2017-09-04 23:43:00,Leitsystem,2017-09-05T01:43:58+02:00,29672218200,Stuttgart-Bad Cannstatt,9.217531,48.801377,"48.801377, 9.217531",37.0
S,7085,TS  T,20,2017-09-04 23:10:00,2017-09-04 23:47:00,Leitsystem,2017-09-05T01:46:53+02:00,29672218200,Stuttgart Hbf (tief),9.179808,48.782999,"48.782999, 9.179808",37.0
S,7085,TSV,20,2017-09-04 23:24:00,2017-09-05 00:05:00,Leitsystem,2017-09-05T02:04:47+02:00,29672218200,Stuttgart-Vaihingen,9.113226,48.726279,"48.726279, 9.113226",41.0
S,7085,TS  R,30,2017-09-04 23:07:00,2017-09-04 23:44:00,Leitsystem,2017-09-05T01:45:24+02:00,29672218200,,,,,37.0
S,7085,TS  W,30,2017-09-04 23:08:00,2017-09-04 23:45:00,Leitsystem,2017-09-05T01:45:59+02:00,29672218200,,,,,37.0
S,7085,TS  T,40,2017-09-04 23:10:00,2017-09-04 23:48:00,Leitsystem,2017-09-05T01:48:58+02:00,29672218200,Stuttgart Hbf (tief),9.179808,48.782999,"48.782999, 9.179808",38.0
S,7085,TSFS,20,2017-09-04 23:13:00,2017-09-04 23:52:00,Leitsystem,2017-09-05T01:52:14+02:00,29672218200,Stuttgart Feuersee,9.166273,48.772768,"48.772768, 9.166273",39.0
S,7085,TSFS,40,2017-09-04 23:14:00,2017-09-04 23:53:00,Leitsystem,2017-09-05T01:54:01+02:00,29672218200,Stuttgart Feuersee,9.166273,48.772768,"48.772768, 9.166273",39.0
S,7085,TSS,40,2017-09-04 23:15:00,2017-09-04 23:55:00,Leitsystem,2017-09-05T01:56:15+02:00,29672218200,Stuttgart Schwabstr.,9.156959,48.770255,"48.770255, 9.156959",40.0
S,7085,TSUN,20,2017-09-04 23:20:00,2017-09-04 23:59:00,Leitsystem,2017-09-05T01:59:33+02:00,29672218200,Stuttgart Universität,9.105398,48.745837,"48.745837, 9.105398",39.0
S,7085,TSOS,20,2017-09-04 23:22:00,2017-09-05 00:02:00,Leitsystem,2017-09-05T02:01:36+02:00,29672218200,Stuttgart-Österfeld,9.116774,48.737651,"48.737651, 9.116774",40.0
S,7085,TSRO,20,2017-09-04 23:26:00,2017-09-05 00:08:00,Leitsystem,2017-09-05T02:07:28+02:00,29672218200,Stuttgart-Rohr,9.108328,48.717902,"48.717902, 9.108328",42.0
S,7085,TSRO,40,2017-09-04 23:27:00,2017-09-05 00:09:00,Leitsystem,2017-09-05T02:09:58+02:00,29672218200,Stuttgart-Rohr,9.108328,48.717902,"48.717902, 9.108328",42.0
S,7085,TBO,50,2017-09-04 23:34:00,2017-09-05 00:19:00,Leitsystem,2017-09-05T02:18:30+02:00,29672218200,Böblingen,9.004128,48.687758,"48.687758, 9.004128",45.0
S,7085,TEME,30,2017-09-04 22:54:00,2017-09-04 23:25:00,Leitsystem,2017-09-05T01:25:41+02:00,29672218200,Esslingen-Mettingen,9.27583,48.747083,"48.747083, 9.27583",31.0
S,7085,TSOM,20,2017-09-04 22:55:00,2017-09-04 23:26:00,Leitsystem,2017-09-05T01:25:41+02:00,29672218200,Stuttgart-Obertürkheim,9.267889,48.762013,"48.762013, 9.267889",31.0
