ZUGEREIGNIS_ZUGGATTUNG,ZUGEREIGNIS_ZUGNUMMER,ZUGEREIGNIS_DS100,ZUGEREIGNIS_TYP,ZUGEREIGNIS_SOLLZEIT,ZUGEREIGNIS_ISTZEIT,QUELLE_SENDER,EINGANGSZEIT,SERVICE_ID,NAME,LAENGE,BREITE,geo,delay
S,7312,TSOS,40,2017-09-08 08:02:00,2017-09-08 06:18:00,Leitsystem,2017-09-08T08:18:05+02:00,30706585674,Stuttgart-Österfeld,9.116774,48.737651,"48.737651, 9.116774",104.0
S,7312,TSUN,20,2017-09-08 08:04:00,2017-09-08 06:19:00,Leitsystem,2017-09-08T08:18:05+02:00,30706585674,Stuttgart Universität,9.105398,48.745837,"48.745837, 9.105398",105.0
S,7312,TSUN,40,2017-09-08 08:04:00,2017-09-08 06:20:00,Leitsystem,2017-09-08T08:19:26+02:00,30706585674,Stuttgart Universität,9.105398,48.745837,"48.745837, 9.105398",104.0
